Archive_Date,Group,Hospital_HIPE,Hospital,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1503,Gynaecology,Adult,16-64,12-15 Months,1
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1503,Gynaecology,Adult,65+, 0-3 Months,2
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1503,Gynaecology,Child,0-15, 0-3 Months,1
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,16-64,18 Months +,9
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+, 0-3 Months,50
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+, 3-6 Months,35
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+,12-15 Months,3
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+,15-18 Months,1
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15, 0-3 Months,93
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15, 6-9 Months,8
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15,12-15 Months,3
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15,18 Months +,29
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64,18 Months +,249
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,65+, 0-3 Months,228
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,65+, 3-6 Months,243
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,65+, 6-9 Months,215
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,65+,12-15 Months,81
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Child,0-15, 0-3 Months,46
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Child,0-15,18 Months +,15
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1900,Paediatrics,Child,0-15, 9-12 Months,7
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64, 9-12 Months,17
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64,18 Months +,50
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,65+, 0-3 Months,46
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,65+, 0-3 Months,51
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,65+, 6-9 Months,43
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,65+,15-18 Months,26
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,65+,18 Months +,30
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Adult,16-64, 0-3 Months,250
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Adult,16-64, 6-9 Months,1
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Adult,65+, 3-6 Months,3
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Child,0-15, 0-3 Months,9
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64,18 Months +,402
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+, 3-6 Months,81
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+, 6-9 Months,63
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+,12-15 Months,36
30/01/2020,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Adult,65+, 9-12 Months,29
30/01/2020,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Child,0-15, 3-6 Months,10
30/01/2020,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Child,0-15,12-15 Months,5
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,65+, 9-12 Months,70
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,65+,18 Months +,390
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,16-64, 0-3 Months,76
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,16-64, 3-6 Months,35
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,16-64, 6-9 Months,49
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,16-64,12-15 Months,11
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,16-64,15-18 Months,11
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,16-64,18 Months +,5
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Child,0-15, 6-9 Months,1
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1600,Oncology,Adult,65+, 0-3 Months,2
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15, 9-12 Months,11
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64, 6-9 Months,498
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64,15-18 Months,108
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Child,0-15, 9-12 Months,27
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1900,Paediatrics,Child,0-15, 0-3 Months,30
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64, 3-6 Months,29
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64, 6-9 Months,22
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64,12-15 Months,12
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64,15-18 Months,16
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64, 3-6 Months,178
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64, 6-9 Months,170
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64,12-15 Months,101
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,65+, 9-12 Months,44
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64, 6-9 Months,87
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64, 9-12 Months,83
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64, 0-3 Months,206
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+, 6-9 Months,55
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+,15-18 Months,37
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Child,0-15, 0-3 Months,1
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0100,Cardiology,Adult,16-64, 6-9 Months,59
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,65+, 0-3 Months,291
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,65+, 3-6 Months,221
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,65+,12-15 Months,111
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,65+,15-18 Months,51
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,65+, 0-3 Months,31
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,65+, 3-6 Months,24
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,65+, 6-9 Months,28
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,65+,12-15 Months,2
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,65+, 9-12 Months,4
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,97
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,65+,18 Months +,15
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Adult,16-64, 6-9 Months,42
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Adult,16-64,12-15 Months,2
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Adult,65+, 3-6 Months,33
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0900,Geriatric Medicine,Adult,65+, 0-3 Months,187
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0900,Geriatric Medicine,Adult,65+, 3-6 Months,32
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0900,Geriatric Medicine,Adult,65+, 6-9 Months,1
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,16-64,15-18 Months,281
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,16-64,18 Months +,1912
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,65+, 0-3 Months,121
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,65+, 3-6 Months,102
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,65+,12-15 Months,47
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,65+,15-18 Months,7
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,65+,18 Months +,5
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Child,0-15, 0-3 Months,1
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1503,Gynaecology,Adult,16-64, 0-3 Months,34
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,16-64,15-18 Months,2
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+, 6-9 Months,20
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+, 9-12 Months,11
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+,18 Months +,8
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15, 3-6 Months,14
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64, 0-3 Months,597
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64, 3-6 Months,650
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64, 9-12 Months,395
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64,12-15 Months,148
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Child,0-15,15-18 Months,8
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1900,Paediatrics,Child,0-15, 3-6 Months,36
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1900,Paediatrics,Child,0-15, 6-9 Months,14
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,65+,15-18 Months,12
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,65+,18 Months +,31
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64, 0-3 Months,157
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64, 9-12 Months,176
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64,18 Months +,61
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,65+, 3-6 Months,59
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,65+,12-15 Months,29
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Adult,65+, 0-3 Months,88
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64,15-18 Months,47
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+, 0-3 Months,71
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+, 9-12 Months,51
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+,18 Months +,143
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Child,0-15, 3-6 Months,1
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64, 3-6 Months,141
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64, 6-9 Months,119
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64, 9-12 Months,92
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64,12-15 Months,72
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0100,Cardiology,Adult,16-64, 0-3 Months,221
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0100,Cardiology,Adult,16-64, 3-6 Months,195
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0100,Cardiology,Adult,65+, 6-9 Months,31
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,0-15, 9-12 Months,1
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,16-64, 0-3 Months,727
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,16-64, 3-6 Months,495
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,16-64, 9-12 Months,432
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,16-64,12-15 Months,317
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,65+, 6-9 Months,199
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,0-15, 0-3 Months,1
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,158
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+,15-18 Months,35
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+, 9-12 Months,27
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+,18 Months +,76
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0100,Cardiology,Adult,65+, 0-3 Months,158
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0100,Cardiology,Adult,65+, 3-6 Months,100
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0100,Cardiology,Adult,65+,12-15 Months,1
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,0-15, 0-3 Months,3
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,0-15, 3-6 Months,3
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,0-15, 6-9 Months,4
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,0-15,12-15 Months,2
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,16-64, 6-9 Months,465
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,16-64,15-18 Months,147
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,65+, 9-12 Months,145
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,16-64, 0-3 Months,120
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,16-64, 3-6 Months,77
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,16-64,15-18 Months,3
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,65+, 9-12 Months,2
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,65+, 0-3 Months,23
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,65+, 3-6 Months,17
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,65+, 6-9 Months,14
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,242
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,127
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,16-64,15-18 Months,38
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,16-64,18 Months +,71
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,65+, 3-6 Months,41
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,65+,12-15 Months,15
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Adult,16-64, 9-12 Months,5
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0900,Geriatric Medicine,Adult,65+, 9-12 Months,1
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1100,Haematology,Adult,65+, 0-3 Months,73
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1300,Neurology,Adult,16-64, 9-12 Months,6
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1503,Gynaecology,Adult,16-64, 0-3 Months,67
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1700,Ophthalmology,Adult,16-64, 0-3 Months,27
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,16-64,18 Months +,92
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,65+, 0-3 Months,163
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,65+, 6-9 Months,110
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,65+,12-15 Months,64
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,65+,15-18 Months,58
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2000,Plastic Surgery,Adult,0-15, 0-3 Months,2
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2000,Plastic Surgery,Adult,0-15, 6-9 Months,2
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2000,Plastic Surgery,Adult,65+, 9-12 Months,20
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2003,Maxillo-Facial,Adult,0-15, 0-3 Months,140
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2003,Maxillo-Facial,Adult,0-15, 3-6 Months,31
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2003,Maxillo-Facial,Adult,0-15,12-15 Months,8
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2003,Maxillo-Facial,Adult,0-15,15-18 Months,4
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2003,Maxillo-Facial,Adult,16-64, 6-9 Months,166
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2003,Maxillo-Facial,Adult,16-64,15-18 Months,49
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2003,Maxillo-Facial,Adult,65+, 9-12 Months,10
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2100,Psychiatry,Adult,65+, 0-3 Months,12
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2300,Nephrology,Adult,65+, 0-3 Months,24
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,186
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,32
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2400,Respiratory Medicine,Adult,16-64,15-18 Months,12
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2400,Respiratory Medicine,Adult,65+, 3-6 Months,37
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64, 3-6 Months,91
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64,12-15 Months,62
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64,15-18 Months,71
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64,18 Months +,223
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+, 0-3 Months,143
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+, 3-6 Months,76
30/01/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+,12-15 Months,27
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,16-64, 6-9 Months,51
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,16-64, 9-12 Months,21
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,16-64,12-15 Months,20
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,16-64, 0-3 Months,54
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,16-64, 3-6 Months,47
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,16-64, 6-9 Months,39
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,16-64, 9-12 Months,13
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,16-64,12-15 Months,1
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,65+, 0-3 Months,56
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,65+, 6-9 Months,22
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,65+, 9-12 Months,18
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Adult,65+, 0-3 Months,122
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Adult,65+, 6-9 Months,17
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Adult,65+, 9-12 Months,1
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1100,Haematology,Adult,16-64, 6-9 Months,30
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1300,Neurology,Adult,16-64, 6-9 Months,14
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1700,Ophthalmology,Adult,65+, 0-3 Months,18
30/01/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,16-64, 0-3 Months,343
